tcp_sport,tcp_dport,udp_sport,udp_dport,proto,size,count,class
0,0,5028,53,17,0,1,0
0,0,53,5028,17,0,1,0
0,0,5027,123,17,0,1,0
0,0,123,5027,17,0,1,0
0,0,60485,53,17,0,1,0
0,0,53,60485,17,0,1,0
0,0,35327,123,17,0,1,0
0,0,123,35327,17,0,1,0
3100,49152,0,0,6,0,5,0
49152,3100,0,0,6,1,5,0
3102,49152,0,0,6,0,5,0
49152,3102,0,0,6,1,5,0
0,0,42626,53,17,0,1,0
0,0,53,42626,17,0,1,0
0,0,44461,53,17,0,1,0
0,0,53,44461,17,0,1,0
0,0,45616,53,17,0,1,0
0,0,53,45616,17,0,1,0
0,0,57650,53,17,0,1,0
0,0,53,57650,17,0,1,0
0,0,55531,53,17,0,1,0
0,0,53,55531,17,0,1,0
59968,443,0,0,6,1,13,0
443,59968,0,0,6,4,12,0
0,0,42406,53,17,0,2,0
0,0,53,42406,17,0,2,0
38575,80,0,0,6,0,4,0
80,38575,0,0,6,0,2,0
0,0,39287,53,17,0,2,0
0,0,53,39287,17,0,2,0
38576,80,0,0,6,0,4,0
80,38576,0,0,6,0,2,0
0,0,55661,53,17,0,2,0
0,0,53,55661,17,0,2,0
38577,80,0,0,6,0,4,0
80,38577,0,0,6,0,2,0
0,0,57130,53,17,0,1,0
0,0,53,57130,17,0,1,0
41273,80,0,0,6,0,6,0
80,41273,0,0,6,0,4,0
0,0,37437,53,17,0,2,0
0,0,53,37437,17,0,2,0
60167,465,0,0,6,0,4,0
465,60167,0,0,6,0,3,0
26182,25050,0,0,6,0,9,0
25050,26182,0,0,6,0,9,0
4799,49152,0,0,6,0,5,0
49152,4799,0,0,6,1,5,0
57177,443,0,0,6,0,12,0
59136,443,0,0,6,0,2,0
443,57177,0,0,6,4,11,0
443,59136,0,0,6,0,1,0
42076,443,0,0,6,0,2,0
38307,443,0,0,6,1,13,0
443,38307,0,0,6,4,11,0
0,0,50704,53,17,0,1,0
0,0,53,50704,17,0,1,0
41275,80,0,0,6,0,6,0
80,41275,0,0,6,0,4,0
0,0,40807,53,17,0,2,0
0,0,53,40807,17,0,2,0
47630,465,0,0,6,0,4,0
465,47630,0,0,6,0,3,0
4804,49152,0,0,6,0,5,0
49152,4804,0,0,6,1,5,0
4805,49152,0,0,6,0,10,0
49152,4805,0,0,6,2,10,0
4807,49152,0,0,6,0,5,0
49152,4807,0,0,6,1,5,0
4809,49152,0,0,6,0,10,0
49152,4809,0,0,6,2,10,0
0,0,50640,53,17,0,2,0
0,0,53,50640,17,0,2,0
33429,80,0,0,6,0,4,0
80,33429,0,0,6,0,2,0
0,0,44497,53,17,0,2,0
0,0,53,44497,17,0,2,0
33430,80,0,0,6,0,4,0
80,33430,0,0,6,0,2,0
0,0,46853,53,17,0,2,0
0,0,53,46853,17,0,2,0
33431,80,0,0,6,0,4,0
80,33431,0,0,6,0,2,0
0,0,33429,53,17,0,1,0
0,0,53,33429,17,0,1,0
41277,80,0,0,6,0,6,0
80,41277,0,0,6,0,4,0
0,0,44429,53,17,0,2,0
0,0,53,44429,17,0,2,0
42642,465,0,0,6,0,4,0
465,42642,0,0,6,0,3,0
4171,49152,0,0,6,0,5,0
49152,4171,0,0,6,1,5,0
4173,49152,0,0,6,0,10,0
49152,4173,0,0,6,2,10,0
0,0,50081,53,17,0,1,0
0,0,53,50081,17,0,1,0
54259,80,0,0,6,1,8,0
80,54259,0,0,6,0,5,0
0,0,5030,53,17,0,1,0
0,0,53,5030,17,0,1,0
0,0,5029,123,17,0,1,0
0,0,123,5029,17,0,1,0
0,0,39907,53,17,0,4,0
0,0,53,39907,17,1,4,0
41279,80,0,0,6,0,6,0
80,41279,0,0,6,0,4,0
0,0,45004,53,17,0,2,0
0,0,53,45004,17,0,2,0
45276,465,0,0,6,0,3,0
465,45276,0,0,6,0,3,0
0,0,42046,53,17,0,1,0
0,0,53,42046,17,0,1,0
54668,443,0,0,6,2,16,0
443,54668,0,0,6,3,11,0
0,0,60226,123,17,0,1,0
0,0,123,60226,17,0,1,0
0,0,47263,53,17,0,2,0
0,0,53,47263,17,0,2,0
55944,80,0,0,6,0,4,0
80,55944,0,0,6,0,2,0
0,0,48536,53,17,0,2,0
0,0,53,48536,17,0,2,0
55945,80,0,0,6,0,4,0
80,55945,0,0,6,0,2,0
0,0,52499,53,17,0,2,0
0,0,53,52499,17,0,2,0
55946,80,0,0,6,0,4,0
80,55946,0,0,6,0,2,0
0,0,60532,53,17,0,1,0
0,0,53,60532,17,0,1,0
52728,443,0,0,6,11,349,1
443,52728,0,0,6,11,369,1
0,0,46373,53,17,0,2,0
0,0,53,46373,17,0,2,0
55948,80,0,0,6,0,4,0
80,55948,0,0,6,0,2,0
0,0,34322,53,17,0,2,0
0,0,53,34322,17,0,2,0
55949,80,0,0,6,0,4,0
80,55949,0,0,6,0,2,0
0,0,52807,53,17,0,2,0
0,0,53,52807,17,0,2,0
55950,80,0,0,6,0,4,0
80,55950,0,0,6,0,2,0
0,0,49809,53,17,0,1,0
0,0,53,49809,17,0,1,0
47830,443,0,0,6,1,21,0
443,47830,0,0,6,5,11,0
0,0,40364,53,17,0,1,0
0,0,53,40364,17,0,1,0
41281,80,0,0,6,0,6,0
80,41281,0,0,6,0,4,0
0,0,56974,53,17,0,2,0
0,0,53,56974,17,0,2,0
44332,465,0,0,6,0,4,0
465,44332,0,0,6,0,3,0
0,0,34486,53,17,0,1,0
0,0,53,34486,17,0,1,0
0,0,37905,53,17,0,1,0
0,0,53,37905,17,0,1,0
0,0,40884,53,17,0,1,0
0,0,53,40884,17,0,1,0
0,0,49438,53,17,0,1,0
0,0,53,49438,17,0,1,0
0,0,51162,53,17,0,1,0
0,0,53,51162,17,0,1,0
59969,443,0,0,6,1,14,0
443,59969,0,0,6,4,14,0
4896,49152,0,0,6,0,10,0
49152,4896,0,0,6,2,10,0
4898,49152,0,0,6,0,10,0
49152,4898,0,0,6,2,10,0
26183,25050,0,0,6,0,9,0
25050,26183,0,0,6,0,9,0
0,0,54985,53,17,0,1,0
0,0,53,54985,17,0,1,0
41283,80,0,0,6,0,6,0
80,41283,0,0,6,0,4,0
0,0,41596,53,17,0,2,0
0,0,53,41596,17,0,2,0
45280,465,0,0,6,0,3,0
465,45280,0,0,6,0,3,0
4901,49152,0,0,6,0,10,0
49152,4901,0,0,6,2,10,0
4904,49152,0,0,6,0,10,0
49152,4904,0,0,6,2,10,0
4906,49152,0,0,6,0,10,0
49152,4906,0,0,6,2,10,0
0,0,3234,1900,17,6,20,0
0,0,52042,53,17,0,3,0
0,0,53,52042,17,0,3,0
41285,80,0,0,6,0,7,0
80,41285,0,0,6,0,5,0
0,0,37372,53,17,0,2,0
0,0,53,37372,17,0,2,0
42650,465,0,0,6,0,4,0
465,42650,0,0,6,0,3,0
0,0,57040,53,17,0,2,0
0,0,53,57040,17,0,2,0
56017,80,0,0,6,0,4,0
80,56017,0,0,6,0,2,0
0,0,37003,53,17,0,2,0
0,0,53,37003,17,0,2,0
56018,80,0,0,6,0,4,0
80,56018,0,0,6,0,2,0
0,0,34783,53,17,0,2,0
0,0,53,34783,17,0,2,0
56019,80,0,0,6,0,4,0
80,56019,0,0,6,0,2,0
0,0,45543,53,17,0,1,0
0,0,53,45543,17,0,1,0
39565,80,0,0,6,0,6,0
80,39565,0,0,6,0,5,0
4252,49152,0,0,6,0,5,0
4253,49152,0,0,6,0,10,0
49152,4252,0,0,6,1,5,0
49152,4253,0,0,6,2,10,0
0,0,58675,53,17,0,2,0
0,0,53,58675,17,0,2,0
41287,80,0,0,6,0,6,0
80,41287,0,0,6,0,4,0
0,0,39484,53,17,0,2,0
0,0,53,39484,17,0,2,0
47642,465,0,0,6,0,3,0
465,47642,0,0,6,0,3,0
0,0,45174,53,17,0,1,0
0,0,53,45174,17,0,1,0
43571,80,0,0,6,0,6,0
80,43571,0,0,6,0,3,0
0,0,38796,53,17,0,1,0
0,0,53,38796,17,0,1,0
43572,80,0,0,6,1,8,0
80,43572,0,0,6,0,5,0
0,0,5032,53,17,0,1,0
0,0,53,5032,17,0,1,0
0,0,5031,123,17,0,1,0
0,0,123,5031,17,0,1,0
0,0,68,67,17,0,2,0
0,0,67,68,17,0,2,0
4257,49152,0,0,6,0,10,0
49152,4257,0,0,6,2,10,0
4259,49152,0,0,6,0,5,0
4260,49152,0,0,6,0,10,0
49152,4259,0,0,6,1,5,0
49152,4260,0,0,6,2,10,0
4262,49152,0,0,6,0,10,0
49152,4262,0,0,6,2,10,0
0,0,40332,123,17,0,8,0
0,0,123,40332,17,0,8,0
0,0,37842,53,17,0,1,0
0,0,53,37842,17,0,1,0
41289,80,0,0,6,0,6,0
80,41289,0,0,6,0,4,0
0,0,57659,53,17,0,2,0
0,0,53,57659,17,0,2,0
59097,465,0,0,6,0,4,0
465,59097,0,0,6,0,3,0
0,0,33656,53,17,0,2,0
0,0,53,33656,17,0,2,0
52208,80,0,0,6,0,4,0
80,52208,0,0,6,0,2,0
0,0,51917,53,17,0,2,0
0,0,53,51917,17,0,2,0
52209,80,0,0,6,0,4,0
80,52209,0,0,6,0,2,0
0,0,35880,53,17,0,2,0
0,0,53,35880,17,0,2,0
52210,80,0,0,6,0,4,0
80,52210,0,0,6,0,2,0
0,0,36844,53,17,0,1,0
0,0,53,36844,17,0,1,0
43573,80,0,0,6,0,6,0
80,43573,0,0,6,0,3,0
0,0,48642,53,17,0,1,0
0,0,53,48642,17,0,1,0
43574,80,0,0,6,0,7,0
80,43574,0,0,6,1,5,0
0,0,59904,53,17,0,1,0
0,0,53,59904,17,0,1,0
60942,50443,0,0,6,4,57,0
50443,60942,0,0,6,5,30,0
4439,49152,0,0,6,0,5,0
49152,4439,0,0,6,1,5,0
4442,49152,0,0,6,0,15,0
49152,4442,0,0,6,3,15,0
0,0,35741,53,17,0,1,0
0,0,53,35741,17,0,1,0
39063,80,0,0,6,0,6,0
80,39063,0,0,6,0,3,0
0,0,53079,53,17,0,1,0
0,0,53,53079,17,0,1,0
41291,80,0,0,6,0,6,0
80,41291,0,0,6,0,4,0
0,0,54299,53,17,0,2,0
0,0,53,54299,17,0,2,0
51944,465,0,0,6,0,4,0
465,51944,0,0,6,0,3,0
4447,49152,0,0,6,0,15,0
49152,4447,0,0,6,3,15,0
26184,25050,0,0,6,0,9,0
25050,26184,0,0,6,0,9,0
0,0,59493,53,17,0,1,0
0,0,53,59493,17,0,1,0
0,0,40863,53,17,0,1,0
0,0,53,40863,17,0,1,0
0,0,34530,53,17,0,1,0
0,0,53,34530,17,0,1,0
0,0,35192,53,17,0,1,0
0,0,53,35192,17,0,1,0
0,0,53266,53,17,0,1,0
0,0,53,53266,17,0,1,0
59970,443,0,0,6,1,13,0
443,59970,0,0,6,4,13,0
0,0,40799,53,17,0,1,0
0,0,53,40799,17,0,1,0
42042,443,0,0,6,2,14,0
443,42042,0,0,6,3,12,0
0,0,37371,53,17,0,1,0
0,0,53,37371,17,0,1,0
41293,80,0,0,6,0,6,0
80,41293,0,0,6,0,4,0
0,0,48956,53,17,0,2,0
0,0,53,48956,17,0,2,0
60258,465,0,0,6,0,4,0
465,60258,0,0,6,0,3,0
0,0,56959,53,17,0,2,0
0,0,53,56959,17,0,2,0
52934,80,0,0,6,0,4,0
80,52934,0,0,6,0,2,0
0,0,46643,53,17,0,2,0
0,0,53,46643,17,0,2,0
52935,80,0,0,6,0,4,0
80,52935,0,0,6,0,2,0
0,0,54229,53,17,0,2,0
0,0,53,54229,17,0,2,0
52936,80,0,0,6,0,4,0
80,52936,0,0,6,0,2,0
0,0,46315,53,17,0,1,0
0,0,53,46315,17,0,1,0
46753,80,0,0,6,0,6,0
80,46753,0,0,6,0,5,0
4704,49152,0,0,6,0,10,0
49152,4704,0,0,6,2,10,0
4706,49152,0,0,6,0,12,0
49152,4706,0,0,6,2,10,0
0,0,37110,53,17,0,1,0
0,0,53,37110,17,0,1,0
41295,80,0,0,6,0,7,0
80,41295,0,0,6,0,5,0
0,0,58678,53,17,0,2,0
0,0,53,58678,17,0,2,0
51948,465,0,0,6,0,4,0
465,51948,0,0,6,0,3,0
0,0,45892,53,17,0,1,0
0,0,53,45892,17,0,1,0
41297,80,0,0,6,0,6,0
80,41297,0,0,6,0,4,0
0,0,54976,53,17,0,2,0
0,0,53,54976,17,0,2,0
60262,465,0,0,6,0,4,0
0,0,38957,53,17,0,1,0
0,0,53,38957,17,0,1,0
39064,80,0,0,6,0,6,0
465,60262,0,0,6,0,4,0
80,39064,0,0,6,0,4,0
0,0,17112,53,17,0,1,0
0,0,53,17112,17,0,1,0
0,0,3479,53,17,0,1,0
0,0,53,3479,17,0,1,0
0,0,47939,53,17,0,1,0
0,0,53,47939,17,0,1,0
34776,80,0,0,6,1,8,0
80,34776,0,0,6,0,5,0
0,0,5034,53,17,0,1,0
0,0,53,5034,17,0,1,0
0,0,5033,123,17,0,1,0
0,0,123,5033,17,0,1,0
4710,49152,0,0,6,0,10,0
49152,4710,0,0,6,2,10,0
0,0,58878,53,17,0,2,0
0,0,53,58878,17,0,2,0
45896,80,0,0,6,0,4,0
80,45896,0,0,6,0,2,0
0,0,38318,53,17,0,2,0
0,0,53,38318,17,0,2,0
45897,80,0,0,6,0,4,0
80,45897,0,0,6,0,2,0
0,0,41412,53,17,0,2,0
0,0,53,41412,17,0,2,0
45898,80,0,0,6,0,4,0
80,45898,0,0,6,0,2,0
4503,49152,0,0,6,0,6,0
49152,4503,0,0,6,1,5,0
4507,49152,0,0,6,0,10,0
4509,49152,0,0,6,0,5,0
49152,4507,0,0,6,2,10,0
49152,4509,0,0,6,1,5,0
0,0,56998,123,17,0,1,0
0,0,123,56998,17,0,1,0
0,0,55956,53,17,0,2,0
0,0,53,55956,17,0,2,0
50363,80,0,0,6,0,4,0
80,50363,0,0,6,0,2,0
0,0,40109,53,17,0,2,0
0,0,53,40109,17,0,2,0
50364,80,0,0,6,0,4,0
4512,49152,0,0,6,0,6,0
4513,49152,0,0,6,0,6,0
49152,4513,0,0,6,1,5,0
80,50364,0,0,6,0,2,0
0,0,55434,53,17,0,2,0
0,0,53,55434,17,0,2,0
50365,80,0,0,6,0,4,0
80,50365,0,0,6,0,2,0
49152,4512,0,0,6,1,5,0
0,0,52351,53,17,0,1,0
0,0,53,52351,17,0,1,0
0,0,47412,53,17,0,1,0
0,0,53,47412,17,0,1,0
0,0,47786,53,17,0,1,0
0,0,53,47786,17,0,1,0
0,0,53638,53,17,0,1,0
0,0,53,53638,17,0,1,0
0,0,43915,53,17,0,1,0
0,0,53,43915,17,0,1,0
59971,443,0,0,6,1,13,0
443,59971,0,0,6,4,13,0
0,0,68,67,17,1,4,0
0,0,67,68,17,1,4,0
4803,49152,0,0,6,0,5,0
49152,4803,0,0,6,1,5,0
4806,49152,0,0,6,0,5,0
49152,4806,0,0,6,1,5,0
0,0,44119,123,17,0,1,0
0,0,123,44119,17,0,1,0
26185,25050,0,0,6,0,9,0
25050,26185,0,0,6,0,9,0
0,0,45923,53,17,0,1,0
0,0,53,45923,17,0,1,0
42989,80,0,0,6,1,8,0
80,42989,0,0,6,0,5,0
0,0,5036,53,17,0,1,0
0,0,53,5036,17,0,1,0
0,0,5035,123,17,0,1,0
0,0,123,5035,17,0,1,0
0,0,36824,53,17,0,1,0
0,0,53,36824,17,0,1,0
0,0,52055,53,17,0,1,0
0,0,53,52055,17,0,1,0
39612,443,0,0,6,2,16,0
443,39612,0,0,6,3,11,0
4810,49152,0,0,6,0,5,0
49152,4810,0,0,6,1,5,0
4812,49152,0,0,6,0,5,0
49152,4812,0,0,6,1,5,0
4813,49152,0,0,6,0,6,0
49152,4813,0,0,6,1,5,0
0,0,50995,53,17,0,2,0
0,0,53,50995,17,0,2,0
46459,80,0,0,6,0,4,0
80,46459,0,0,6,0,2,0
0,0,37500,53,17,0,2,0
0,0,53,37500,17,0,2,0
46460,80,0,0,6,0,4,0
80,46460,0,0,6,0,2,0
0,0,43156,53,17,0,2,0
0,0,53,43156,17,0,2,0
46461,80,0,0,6,0,4,0
80,46461,0,0,6,0,2,0
0,0,52693,123,17,0,9,0
0,0,123,52693,17,0,9,0
0,0,44016,123,17,0,19,0
0,0,123,44016,17,0,19,0
0,0,68,67,17,2,4,0
0,0,67,68,17,1,4,0
3807,49152,0,0,6,0,10,0
49152,3807,0,0,6,2,10,0
57291,443,0,0,6,0,2,0
59138,443,0,0,6,0,12,0
443,57291,0,0,6,0,2,0
443,59138,0,0,6,4,11,0
3812,49152,0,0,6,0,10,0
49152,3812,0,0,6,2,10,0
3814,49152,0,0,6,0,5,0
49152,3814,0,0,6,1,5,0
0,0,39397,53,17,0,2,0
0,0,53,39397,17,0,2,0
54409,80,0,0,6,0,4,0
80,54409,0,0,6,0,2,0
0,0,39910,53,17,0,2,0
0,0,53,39910,17,0,2,0
54410,80,0,0,6,0,4,0
80,54410,0,0,6,0,2,0
0,0,37892,53,17,0,2,0
0,0,53,37892,17,0,2,0
54411,80,0,0,6,0,4,0
80,54411,0,0,6,0,2,0
0,0,48868,53,17,0,1,0
0,0,53,48868,17,0,1,0
48795,80,0,0,6,0,6,0
80,48795,0,0,6,0,5,0
26186,25050,0,0,6,0,9,0
25050,26186,0,0,6,0,9,0
0,0,38606,53,17,0,2,0
0,0,53,38606,17,0,2,0
41299,80,0,0,6,0,6,0
80,41299,0,0,6,0,4,0
0,0,36673,53,17,0,2,0
0,0,53,36673,17,0,2,0
35768,465,0,0,6,0,3,0
465,35768,0,0,6,0,3,0
3944,49152,0,0,6,0,5,0
49152,3944,0,0,6,1,5,0
3947,49152,0,0,6,0,5,0
49152,3947,0,0,6,1,5,0
3948,49152,0,0,6,0,5,0
49152,3948,0,0,6,1,5,0
0,0,37402,53,17,0,1,0
0,0,53,37402,17,0,1,0
0,0,49878,53,17,0,1,0
0,0,53,49878,17,0,1,0
0,0,58005,53,17,0,1,0
0,0,53,58005,17,0,1,0
0,0,37740,53,17,0,1,0
0,0,53,37740,17,0,1,0
0,0,35086,53,17,0,1,0
0,0,53,35086,17,0,1,0
59972,443,0,0,6,1,14,0
443,59972,0,0,6,4,13,0
0,0,58990,53,17,0,1,0
0,0,50325,53,17,0,1,0
0,0,53,58990,17,0,1,0
34309,80,0,0,6,0,6,0
0,0,53,50325,17,0,1,0
34310,80,0,0,6,1,8,0
80,34309,0,0,6,0,4,0
80,34310,0,0,6,0,5,0
0,0,5038,53,17,0,1,0
0,0,53,5038,17,0,1,0
0,0,5037,123,17,0,1,0
0,0,123,5037,17,0,1,0
54172,80,0,0,6,0,8,0
80,54172,0,0,6,0,7,0
52027,5228,0,0,6,2,62,0
5228,52027,0,0,6,10,46,1
0,0,53498,53,17,0,1,0
0,0,53,53498,17,0,1,0
41301,80,0,0,6,0,6,0
80,41301,0,0,6,0,4,0
0,0,36290,53,17,0,2,0
0,0,53,36290,17,0,2,0
58191,465,0,0,6,0,3,0
465,58191,0,0,6,0,3,0
3952,49152,0,0,6,0,5,0
49152,3952,0,0,6,1,5,0
3955,49152,0,0,6,0,5,0
49152,3955,0,0,6,1,5,0
0,0,38952,53,17,0,1,0
0,0,53,38952,17,0,1,0
0,0,123,123,17,0,1,0
0,0,123,123,17,0,1,0
0,0,123,123,17,0,1,0
0,0,123,123,17,0,1,0
0,0,123,123,17,0,1,0
0,0,123,123,17,0,1,0
0,0,123,123,17,0,2,0
0,0,123,123,17,0,2,0
0,0,35985,53,17,0,2,0
0,0,53,35985,17,0,2,0
49782,80,0,0,6,0,4,0
80,49782,0,0,6,0,2,0
0,0,47740,53,17,0,2,0
0,0,53,47740,17,0,2,0
49783,80,0,0,6,0,4,0
80,49783,0,0,6,0,2,0
0,0,60994,53,17,0,2,0
0,0,53,60994,17,0,2,0
49784,80,0,0,6,0,4,0
80,49784,0,0,6,0,2,0
0,0,47695,123,17,3,81,0
0,0,123,47695,17,3,81,0
4330,49152,0,0,6,0,5,0
49152,4330,0,0,6,1,5,0
4334,49152,0,0,6,0,10,0
49152,4334,0,0,6,2,10,0
0,0,50565,53,17,0,1,0
0,0,53,50565,17,0,1,0
41303,80,0,0,6,0,6,0
80,41303,0,0,6,0,4,0
0,0,40393,53,17,0,2,0
0,0,53,40393,17,0,2,0
44354,465,0,0,6,0,4,0
465,44354,0,0,6,0,3,0
0,0,55004,53,17,0,1,0
0,0,53,55004,17,0,1,0
0,0,36094,53,17,0,1,0
0,0,53,36094,17,0,1,0
45751,443,0,0,6,2,14,0
443,45751,0,0,6,3,12,0
0,0,35093,53,17,0,1,0
0,0,53,35093,17,0,1,0
57678,80,0,0,6,0,6,0
80,57678,0,0,6,0,3,0
4336,49152,0,0,6,0,5,0
49152,4336,0,0,6,1,5,0
4339,49152,0,0,6,0,15,0
49152,4339,0,0,6,3,15,0
0,0,51534,123,17,0,1,0
0,0,123,51534,17,0,1,0
0,0,53297,53,17,0,2,0
0,0,53,53297,17,0,2,0
37475,80,0,0,6,0,4,0
80,37475,0,0,6,0,2,0
0,0,35701,53,17,0,2,0
0,0,53,35701,17,0,2,0
37476,80,0,0,6,0,4,0
80,37476,0,0,6,0,2,0
0,0,43972,53,17,0,2,0
0,0,53,43972,17,0,2,0
37477,80,0,0,6,0,4,0
80,37477,0,0,6,0,2,0
4283,49152,0,0,6,0,5,0
49152,4283,0,0,6,1,5,0
4284,49152,0,0,6,0,10,0
49152,4284,0,0,6,2,10,0
0,0,37499,53,17,0,1,0
0,0,53,37499,17,0,1,0
51661,80,0,0,6,1,8,0
80,51661,0,0,6,0,5,0
0,0,5040,53,17,0,1,0
0,0,53,5040,17,0,1,0
0,0,5039,123,17,0,1,0
0,0,123,5039,17,0,1,0
0,0,40128,53,17,0,1,0
0,0,53,40128,17,0,1,0
0,0,57074,123,17,0,1,0
0,0,123,57074,17,0,1,0
0,0,49111,53,17,0,1,0
0,0,53,49111,17,0,1,0
41305,80,0,0,6,0,6,0
80,41305,0,0,6,0,4,0
0,0,39731,53,17,0,2,0
0,0,53,39731,17,0,2,0
44356,465,0,0,6,0,4,0
465,44356,0,0,6,0,4,0
0,0,51970,53,17,0,1,0
0,0,53,51970,17,0,1,0
41307,80,0,0,6,0,6,0
80,41307,0,0,6,0,4,0
0,0,36787,53,17,0,2,0
0,0,53,36787,17,0,2,0
45304,465,0,0,6,0,4,0
465,45304,0,0,6,0,3,0
0,0,49935,123,17,0,1,0
38575,443,0,0,6,1,20,0
443,38575,0,0,6,20,25,1
0,0,123,49935,17,0,1,0
0,0,54556,53,17,0,2,0
0,0,53,54556,17,0,2,0
0,0,45970,53,17,0,1,0
0,0,53,45970,17,0,1,0
0,0,36935,53,17,0,1,0
0,0,53,36935,17,0,1,0
0,0,42824,53,17,0,1,0
0,0,53,42824,17,0,1,0
0,0,43934,53,17,0,1,0
0,0,53,43934,17,0,1,0
59973,443,0,0,6,1,14,0
443,59973,0,0,6,4,13,0
26187,25050,0,0,6,0,9,0
25050,26187,0,0,6,0,9,0
0,0,52031,53,17,0,2,0
0,0,53,52031,17,0,2,0
56161,80,0,0,6,0,4,0
80,56161,0,0,6,0,2,0
0,0,49911,53,17,0,2,0
0,0,53,49911,17,0,2,0
56162,80,0,0,6,0,4,0
80,56162,0,0,6,0,2,0
0,0,59180,53,17,0,2,0
0,0,53,59180,17,0,2,0
56163,80,0,0,6,0,4,0
80,56163,0,0,6,0,2,0
54333,443,0,0,6,1,10,0
443,54333,0,0,6,0,8,0
4290,49152,0,0,6,0,10,0
49152,4290,0,0,6,2,10,0
3820,49152,0,0,6,0,5,0
49152,3820,0,0,6,1,5,0
3823,49152,0,0,6,0,12,0
49152,3823,0,0,6,2,10,0
0,0,42487,53,17,0,2,0
0,0,53,42487,17,0,2,0
34019,80,0,0,6,0,4,0
80,34019,0,0,6,0,2,0
0,0,36570,53,17,0,4,0
0,0,53,36570,17,0,4,0
34020,80,0,0,6,0,4,0
80,34020,0,0,6,0,2,0
0,0,57849,53,17,0,2,0
0,0,53,57849,17,0,2,0
34021,80,0,0,6,0,4,0
80,34021,0,0,6,0,2,0
3828,49152,0,0,6,0,10,0
49152,3828,0,0,6,2,10,0
0,0,41147,53,17,0,1,0
0,0,53,41147,17,0,1,0
55614,80,0,0,6,0,6,0
80,55614,0,0,6,0,5,0
0,0,60807,123,17,0,1,0
0,0,123,60807,17,0,1,0
0,0,33008,53,17,0,1,0
0,0,53,33008,17,0,1,0
53422,80,0,0,6,1,8,0
80,53422,0,0,6,0,5,0
4237,49152,0,0,6,0,5,0
49152,4237,0,0,6,1,5,0
4240,49152,0,0,6,0,5,0
49152,4240,0,0,6,1,5,0
0,0,5042,53,17,0,1,0
0,0,53,5042,17,0,1,0
0,0,5041,123,17,0,1,0
0,0,123,5041,17,0,1,0
0,0,55426,53,17,0,1,0
0,0,53,55426,17,0,1,0
59447,443,0,0,6,2,14,0
443,59447,0,0,6,3,12,0
0,0,43599,53,17,0,1,0
0,0,53,43599,17,0,1,0
53423,80,0,0,6,0,6,0
80,53423,0,0,6,0,3,0
0,0,45905,53,17,0,1,0
0,0,53,45905,17,0,1,0
53424,80,0,0,6,0,7,0
80,53424,0,0,6,1,5,0
0,0,56475,53,17,0,1,0
0,0,53,56475,17,0,1,0
53425,80,0,0,6,0,6,0
80,53425,0,0,6,0,3,0
0,0,47785,53,17,0,2,0
0,0,53,47785,17,0,2,0
50296,80,0,0,6,0,4,0
80,50296,0,0,6,0,2,0
0,0,57160,53,17,0,2,0
0,0,53,57160,17,0,2,0
50297,80,0,0,6,0,4,0
80,50297,0,0,6,0,2,0
0,0,59940,53,17,0,2,0
0,0,53,59940,17,0,2,0
50298,80,0,0,6,0,4,0
80,50298,0,0,6,0,2,0
4202,49152,0,0,6,0,7,0
4204,49152,0,0,6,0,5,0
49152,4204,0,0,6,1,5,0
49152,4202,0,0,6,1,5,0
26188,25050,0,0,6,0,9,0
25050,26188,0,0,6,0,9,0
0,0,34093,53,17,0,1,0
0,0,53,34093,17,0,1,0
0,0,38746,53,17,0,1,0
0,0,53,38746,17,0,1,0
0,0,58809,53,17,0,1,0
0,0,53,58809,17,0,1,0
0,0,39637,53,17,0,1,0
0,0,53,39637,17,0,1,0
0,0,50033,53,17,0,1,0
0,0,53,50033,17,0,1,0
59974,443,0,0,6,1,14,0
443,59974,0,0,6,4,12,0
4208,49152,0,0,6,0,5,0
49152,4208,0,0,6,1,5,0
4209,49152,0,0,6,0,5,0
49152,4209,0,0,6,1,5,0
0,0,56425,53,17,0,2,0
0,0,53,56425,17,0,2,0
52363,80,0,0,6,0,4,0
80,52363,0,0,6,0,2,0
0,0,53050,53,17,0,2,0
0,0,53,53050,17,0,2,0
52364,80,0,0,6,0,4,0
80,52364,0,0,6,0,2,0
0,0,57381,53,17,0,2,0
0,0,53,57381,17,0,2,0
52365,80,0,0,6,0,4,0
80,52365,0,0,6,0,2,0
4248,49152,0,0,6,0,5,0
49152,4248,0,0,6,1,5,0
4249,49152,0,0,6,0,5,0
49152,4249,0,0,6,1,5,0
0,0,41559,53,17,0,1,0
0,0,53,41559,17,0,1,0
55136,80,0,0,6,0,6,0
80,55136,0,0,6,0,3,0
0,0,41322,53,17,0,1,0
0,0,53,41322,17,0,1,0
55137,80,0,0,6,0,7,0
80,55137,0,0,6,1,5,0
0,0,41660,123,17,0,16,0
0,0,123,41660,17,0,16,0
0,0,34982,123,17,0,1,0
0,0,123,34982,17,0,1,0
0,0,60288,53,17,0,1,0
0,0,53,60288,17,0,1,0
55138,80,0,0,6,1,8,0
80,55138,0,0,6,0,5,0
4256,49152,0,0,6,0,5,0
49152,4256,0,0,6,1,5,0
0,0,5044,53,17,0,1,0
0,0,53,5044,17,0,1,0
0,0,5043,123,17,0,1,0
0,0,123,5043,17,0,1,0
0,0,43813,53,17,0,1,0
