src_ip,dst_ip,sport,dport,proto,size
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.241,62.210.178.168,38557,33434,1,84
62.210.178.168,192.168.1.241,47940,443,1,84
192.168.1.241,62.210.178.168,2179,443,1,84
62.210.178.168,192.168.1.241,40179,5222,1,84
192.168.1.241,62.210.178.168,40179,5222,1,84
62.210.178.168,192.168.1.241,47940,443,1,84
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.1,192.168.1.112,68,67,1,48
192.168.1.112,62.210.92.227,27656,25050,6,835
62.210.92.227,192.168.1.112,25050,27656,6,492
192.168.1.192,192.168.1.1,59093,53,17,59
192.168.1.1,192.168.1.192,53,59093,17,224
192.168.1.192,216.229.0.179,59237,123,17,228
216.229.0.179,192.168.1.192,123,59237,17,228
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.223,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.223,40179,5222,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.239,192.168.1.1,41920,53,17,64
192.168.1.1,192.168.1.239,53,41920,17,162
192.168.1.239,192.168.1.1,61007,53,17,64
192.168.1.1,192.168.1.239,53,61007,17,445
192.168.1.239,104.40.76.196,34694,443,6,2107
104.40.76.196,192.168.1.239,443,34694,6,18068
192.168.1.223,239.255.255.250,443,47940,2,32
192.168.1.1,192.168.1.239,53,57618,17,252
192.168.1.239,192.168.1.1,53320,53,17,76
192.168.1.1,192.168.1.239,53,53320,17,76
192.168.1.239,192.168.1.1,43472,53,17,64
192.168.1.1,192.168.1.239,53,43472,17,279
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.192,192.168.1.1,60491,53,17,59
192.168.1.1,192.168.1.192,53,60491,17,224
192.168.1.192,132.163.4.101,38357,123,17,228
132.163.4.101,192.168.1.192,123,38357,17,228
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.223,40179,5222,1,104
192.168.1.223,192.168.1.1,52239,443,1,104
192.168.1.1,192.168.1.223,52239,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.223,4280,49153,6,2129
192.168.1.223,192.168.1.193,49153,4280,6,12428
192.168.1.193,192.168.1.249,3624,49152,6,908
192.168.1.193,192.168.1.249,3625,49152,6,454
192.168.1.249,192.168.1.193,49152,3624,6,2876
192.168.1.249,192.168.1.193,49152,3625,6,1438
192.168.1.193,192.168.1.223,4285,49153,6,1110
192.168.1.223,192.168.1.193,49153,4285,6,7978
192.168.1.193,192.168.1.223,4287,49153,6,1073
192.168.1.223,192.168.1.193,49153,4287,6,4450
192.168.1.192,192.168.1.1,45949,53,17,65
192.168.1.1,192.168.1.192,53,45949,17,369
192.168.1.192,50.17.200.36,46675,80,6,884
50.17.200.36,192.168.1.192,80,46675,6,4609
192.168.1.192,192.168.1.1,45265,53,17,59
192.168.1.1,192.168.1.192,53,45265,17,224
192.168.1.192,216.229.0.179,42046,123,17,228
216.229.0.179,192.168.1.192,123,42046,17,228
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,443,47940,1,84
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,443,47940,1,84
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,443,47940,1,84
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.193,239.255.255.250,42284,5222,2,32
192.168.1.236,224.0.1.60,42284,5222,2,32
192.168.1.236,239.255.255.250,40179,5222,2,32
192.168.1.223,239.255.255.250,40179,5222,2,32
192.168.1.192,192.168.1.1,41622,53,17,59
192.168.1.1,192.168.1.192,53,41622,17,224
192.168.1.192,129.6.15.27,55601,123,17,228
129.6.15.27,192.168.1.192,123,55601,17,152
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,43150,53,17,122
8.8.8.8,192.168.1.240,53,43150,17,166
192.168.1.240,93.184.216.34,53512,80,6,216
93.184.216.34,192.168.1.240,80,53512,6,112
192.168.1.240,8.8.8.8,47757,53,17,122
8.8.8.8,192.168.1.240,53,47757,17,166
192.168.1.240,93.184.216.34,53513,80,6,216
93.184.216.34,192.168.1.240,80,53513,6,112
192.168.1.240,8.8.8.8,48009,53,17,122
8.8.8.8,192.168.1.240,53,48009,17,166
192.168.1.240,93.184.216.34,53514,80,6,216
93.184.216.34,192.168.1.240,80,53514,6,112
192.168.1.239,192.168.1.1,33261,53,17,75
192.168.1.1,192.168.1.239,53,33261,17,246
192.168.1.239,192.168.1.1,1346,53,17,75
192.168.1.1,192.168.1.239,53,1346,17,234
192.168.1.239,216.58.220.110,58675,80,6,456
192.168.1.239,42.62.94.2,35495,443,6,1092
192.168.1.239,64.210.203.208,34215,7275,6,180
192.168.1.239,192.168.1.1,27636,53,17,63
216.58.220.110,192.168.1.239,80,58675,6,559
192.168.1.1,192.168.1.239,53,27636,17,228
192.168.1.239,192.168.1.1,28465,53,17,67
192.168.1.1,192.168.1.239,53,28465,17,331
192.168.1.239,52.73.251.111,33492,443,6,1513
64.210.203.208,192.168.1.239,7275,34215,6,84
42.62.94.2,192.168.1.239,443,35495,6,805
52.73.251.111,192.168.1.239,443,33492,6,7498
192.168.1.239,192.168.1.1,10814,53,17,126
192.168.1.1,192.168.1.239,53,10814,17,709
192.168.1.239,74.125.203.188,46517,5228,6,1182
74.125.203.188,192.168.1.239,5228,46517,6,4952
192.168.1.239,192.168.1.1,29482,53,17,64
192.168.1.1,192.168.1.239,53,29482,17,466
192.168.1.239,107.21.229.36,55956,443,6,1518
192.168.1.239,107.21.229.36,37259,443,6,360
192.168.1.239,192.168.1.1,19829,53,17,70
192.168.1.1,192.168.1.239,53,19829,17,469
192.168.1.239,204.236.231.153,60098,443,6,2063
107.21.229.36,192.168.1.239,443,55956,6,5531
204.236.231.153,192.168.1.239,443,60098,6,7948
192.168.1.239,192.168.1.1,10548,53,17,60
192.168.1.1,192.168.1.239,53,10548,17,471
192.168.1.239,104.98.4.248,51126,443,6,1279
104.98.4.248,192.168.1.239,443,51126,6,5232
192.168.1.239,192.168.1.1,16516,53,17,68
192.168.1.1,192.168.1.239,53,16516,17,236
192.168.1.239,68.232.45.201,47923,443,6,1271
68.232.45.201,192.168.1.239,443,47923,6,8075
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.239,192.168.1.1,23434,53,17,76
192.168.1.1,192.168.1.239,53,23434,17,274
192.168.1.239,192.168.1.1,10159,53,17,76
192.168.1.1,192.168.1.239,53,10159,17,531
192.168.1.239,40.78.98.202,50462,443,6,3125
40.78.98.202,192.168.1.239,443,50462,6,4554
192.168.1.223,192.168.1.1,50462,443,1,104
192.168.1.1,192.168.1.223,50462,443,1,104
192.168.1.193,192.168.1.1,37259,443,1,104
192.168.1.1,192.168.1.193,37259,443,1,104
192.168.1.193,192.168.1.1,2179,443,1,104
192.168.1.1,192.168.1.193,2179,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.239,192.168.1.1,23570,53,17,65
192.168.1.1,192.168.1.239,53,23570,17,241
192.168.1.239,172.217.25.174,45201,443,6,1103
172.217.25.174,192.168.1.239,443,45201,6,4932
192.168.1.118,8.8.8.8,30505,53,17,58
192.168.1.118,192.168.1.1,30505,53,17,58
8.8.8.8,192.168.1.118,53,30505,17,122
192.168.1.1,192.168.1.118,53,30505,17,528
192.168.1.192,192.168.1.1,60134,53,17,59
192.168.1.1,192.168.1.192,53,60134,17,224
192.168.1.192,132.163.4.102,34133,123,17,228
132.163.4.102,192.168.1.192,123,34133,17,228
192.168.1.193,192.168.1.223,4290,49153,6,1019
192.168.1.193,192.168.1.249,3632,49152,6,908
192.168.1.223,192.168.1.193,49153,4290,6,4450
192.168.1.249,192.168.1.193,49152,3632,6,2876
192.168.1.193,192.168.1.223,4292,49153,6,1021
192.168.1.223,192.168.1.193,49153,4292,6,4450
192.168.1.193,192.168.1.249,3635,49152,6,454
192.168.1.249,192.168.1.193,49152,3635,6,1438
192.168.1.193,192.168.1.223,4296,49153,6,1019
192.168.1.223,192.168.1.193,49153,4296,6,4450
192.168.1.193,192.168.1.223,4297,49153,6,1021
192.168.1.223,192.168.1.193,49153,4297,6,4450
192.168.1.223,192.168.1.1,37259,443,1,104
192.168.1.1,192.168.1.223,37259,443,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.192,239.255.255.250,47940,443,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,60098,443,1,104
192.168.1.1,192.168.1.193,60098,443,1,104
192.168.1.193,192.168.1.1,2179,443,1,104
192.168.1.1,192.168.1.193,2179,443,1,104
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.223,239.255.255.250,443,47940,2,32
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.236,239.255.255.250,40179,5222,2,32
192.168.1.192,192.168.1.1,44019,53,17,59
192.168.1.1,192.168.1.192,53,44019,17,224
192.168.1.192,129.6.15.27,36295,123,17,228
192.168.1.236,224.0.1.60,443,47940,2,32
129.6.15.27,192.168.1.192,123,36295,17,228
192.168.1.249,239.255.255.250,36295,123,2,32
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,47940,443,1,84
192.168.1.241,62.210.178.168,443,2179,1,84
62.210.178.168,192.168.1.241,47940,443,1,84
192.168.1.241,62.210.178.168,40179,5222,1,84
62.210.178.168,192.168.1.241,40179,5222,1,84
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,45485,4500,1,104
192.168.1.1,192.168.1.223,45485,4500,1,104
192.168.1.223,192.168.1.1,443,50462,1,104
192.168.1.1,192.168.1.223,443,50462,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.240,129.6.15.30,33750,123,17,76
192.168.1.192,192.168.1.1,34295,53,17,59
192.168.1.1,192.168.1.192,53,34295,17,224
192.168.1.192,216.229.0.179,55432,123,17,228
216.229.0.179,192.168.1.192,123,55432,17,228
0.0.0.0,224.0.0.1,47940,443,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,2179,1,104
192.168.1.1,192.168.1.223,443,2179,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,192.168.1.1,39392,53,17,65
192.168.1.1,192.168.1.192,53,39392,17,369
192.168.1.192,23.21.93.232,43129,80,6,936
23.21.93.232,192.168.1.192,80,43129,6,4615
192.168.1.193,192.168.1.249,4655,49152,6,506
192.168.1.249,192.168.1.193,49152,4655,6,1438
192.168.1.193,192.168.1.223,3329,49153,6,1110
192.168.1.223,192.168.1.193,49153,3329,6,7978
192.168.1.193,192.168.1.223,3331,49153,6,1665
192.168.1.223,192.168.1.193,49153,3331,6,11967
192.168.1.193,192.168.1.249,4659,49152,6,454
192.168.1.249,192.168.1.193,49152,4659,6,1438
192.168.1.193,192.168.1.223,3333,49153,6,1628
192.168.1.223,192.168.1.193,49153,3333,6,8439
192.168.1.192,192.168.1.1,37420,53,17,59
192.168.1.1,192.168.1.192,53,37420,17,224
192.168.1.192,129.6.15.30,44279,123,17,228
129.6.15.30,192.168.1.192,123,44279,17,152
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.249,224.0.0.251,123,44279,2,32
192.168.1.236,224.0.1.60,47940,443,2,32
192.168.1.223,239.255.255.250,443,47940,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,45485,4500,1,104
192.168.1.1,192.168.1.223,45485,4500,1,104
192.168.1.223,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.223,40179,5222,1,104
192.168.1.192,192.168.1.1,35325,53,17,59
192.168.1.1,192.168.1.192,53,35325,17,224
192.168.1.192,216.229.0.179,60412,123,17,228
216.229.0.179,192.168.1.192,123,60412,17,228
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,38864,53,17,122
8.8.8.8,192.168.1.240,53,38864,17,166
192.168.1.240,93.184.216.34,59685,80,6,216
93.184.216.34,192.168.1.240,80,59685,6,112
192.168.1.240,8.8.8.8,38607,53,17,122
8.8.8.8,192.168.1.240,53,38607,17,166
192.168.1.240,93.184.216.34,59686,80,6,216
93.184.216.34,192.168.1.240,80,59686,6,112
192.168.1.240,8.8.8.8,56434,53,17,122
8.8.8.8,192.168.1.240,53,56434,17,166
192.168.1.240,93.184.216.34,59687,80,6,216
93.184.216.34,192.168.1.240,80,59687,6,112
192.168.1.241,62.210.178.168,47940,443,1,84
62.210.178.168,192.168.1.241,443,47940,1,84
192.168.1.241,62.210.178.168,47940,443,1,84
62.210.178.168,192.168.1.241,443,47940,1,84
192.168.1.241,62.210.178.168,47940,443,1,84
62.210.178.168,192.168.1.241,57357,123,1,84
192.168.1.240,192.168.1.1,55022,443,1,84
192.168.1.1,192.168.1.240,55022,443,1,84
192.168.1.240,192.168.1.1,55022,443,1,84
192.168.1.1,192.168.1.240,55022,443,1,84
192.168.1.240,192.168.1.1,55022,443,1,84
192.168.1.1,192.168.1.240,55022,443,1,84
192.168.1.240,192.168.1.1,55022,443,1,84
192.168.1.1,192.168.1.240,55022,443,1,84
192.168.1.240,192.168.1.1,55022,443,1,84
192.168.1.1,192.168.1.240,55022,443,1,84
192.168.1.240,224.0.0.22,55022,443,2,40
192.168.1.240,192.168.1.1,55022,443,1,84
192.168.1.1,192.168.1.240,55022,443,1,84
192.168.1.240,192.168.1.1,55022,443,1,84
192.168.1.1,192.168.1.240,55022,443,1,84
192.168.1.240,192.168.1.1,55022,443,1,84
192.168.1.1,192.168.1.240,55022,443,1,84
192.168.1.240,192.168.1.1,55022,443,1,84
192.168.1.1,192.168.1.240,55022,443,1,84
192.168.1.240,192.168.1.1,55022,443,1,84
192.168.1.1,192.168.1.240,55022,443,1,84
192.168.1.240,8.8.8.8,55022,443,1,84
8.8.8.8,192.168.1.240,55022,443,1,84
192.168.1.240,8.8.8.8,55022,443,1,84
8.8.8.8,192.168.1.240,55022,443,1,84
192.168.1.240,8.8.8.8,55022,443,1,84
8.8.8.8,192.168.1.240,55022,443,1,84
192.168.1.240,8.8.8.8,55022,443,1,84
8.8.8.8,192.168.1.240,55022,443,1,84
192.168.1.240,224.0.0.22,55022,443,2,40
192.168.1.240,224.0.0.22,443,55022,2,40
192.168.1.240,8.8.8.8,443,55022,1,84
8.8.8.8,192.168.1.240,443,55022,1,84
192.168.1.240,208.67.220.220,55022,443,1,84
208.67.220.220,192.168.1.240,55022,443,1,84
192.168.1.240,224.0.0.22,55022,443,2,40
192.168.1.240,208.67.220.220,55022,443,1,84
208.67.220.220,192.168.1.240,55022,443,1,84
192.168.1.240,208.67.220.220,55022,443,1,84
208.67.220.220,192.168.1.240,55022,443,1,84
192.168.1.240,8.8.8.8,42115,53,17,66
192.168.1.240,208.67.220.220,42115,53,1,84
208.67.220.220,192.168.1.240,42115,53,1,84
8.8.8.8,192.168.1.240,53,42115,17,82
192.168.1.240,208.67.220.220,53,42115,1,84
208.67.220.220,192.168.1.240,53,42115,1,84
192.168.1.240,176.32.98.204,51046,443,6,25197
192.168.1.240,8.8.8.8,36689,53,17,122
8.8.8.8,192.168.1.240,53,36689,17,166
192.168.1.240,93.184.216.34,59689,80,6,216
93.184.216.34,192.168.1.240,80,59689,6,112
192.168.1.240,8.8.8.8,41476,53,17,122
8.8.8.8,192.168.1.240,53,41476,17,166
192.168.1.240,93.184.216.34,59690,80,6,216
176.32.98.204,192.168.1.240,443,51046,6,29060
93.184.216.34,192.168.1.240,80,59690,6,112
192.168.1.240,8.8.8.8,57547,53,17,122
8.8.8.8,192.168.1.240,53,57547,17,166
192.168.1.240,93.184.216.34,59691,80,6,216
93.184.216.34,192.168.1.240,80,59691,6,112
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.240,224.0.0.22,59960,10001,2,40
192.168.1.223,192.168.1.1,10001,59960,1,104
192.168.1.1,192.168.1.223,10001,59960,1,104
192.168.1.193,192.168.1.1,4124,3478,1,104
192.168.1.1,192.168.1.193,4124,3478,1,104
192.168.1.193,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.193,43446,33434,1,104
192.168.1.193,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.193,43446,33434,1,104
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.118,8.8.8.8,30506,53,17,58
192.168.1.118,192.168.1.1,30506,53,17,58
8.8.8.8,192.168.1.118,53,30506,17,122
192.168.1.1,192.168.1.118,53,30506,17,528
192.168.1.118,178.16.23.50,48999,123,17,152
178.16.23.50,192.168.1.118,123,48999,17,152
192.168.1.192,192.168.1.1,57272,53,17,59
192.168.1.1,192.168.1.192,53,57272,17,224
192.168.1.192,132.163.4.103,60261,123,17,228
132.163.4.103,192.168.1.192,123,60261,17,228
192.168.1.241,203.100.61.10,58168,123,17,76
203.100.61.10,192.168.1.241,123,58168,17,76
192.168.1.196,192.168.1.1,4501,53,17,58
192.168.1.1,192.168.1.196,53,4501,17,122
192.168.1.196,194.190.168.1,4500,123,17,76
194.190.168.1,192.168.1.196,123,4500,17,76
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.249,224.0.0.251,47940,443,2,32
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.223,239.255.255.250,38557,33434,2,32
192.168.1.236,239.255.255.250,47940,443,2,32
192.168.1.236,224.0.1.60,47940,443,2,32
192.168.1.193,192.168.1.223,3338,49153,6,2272
192.168.1.223,192.168.1.193,49153,3338,6,15956
192.168.1.193,192.168.1.223,3343,49153,6,1110
192.168.1.223,192.168.1.193,49153,3343,6,7978
192.168.1.193,192.168.1.249,4671,49152,6,454
192.168.1.249,192.168.1.193,49152,4671,6,1438
192.168.1.193,192.168.1.249,4672,49152,6,908
192.168.1.249,192.168.1.193,49152,4672,6,2876
192.168.1.1,192.168.1.112,443,47940,1,48
192.168.1.223,192.168.1.1,2179,443,1,104
192.168.1.1,192.168.1.223,2179,443,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.239,192.168.1.1,22696,53,17,65
192.168.1.1,192.168.1.239,53,22696,17,241
192.168.1.239,216.58.220.110,34548,443,6,2340
216.58.220.110,192.168.1.239,443,34548,6,6097
192.168.1.193,192.168.1.1,34548,443,1,104
192.168.1.1,192.168.1.193,34548,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,192.168.1.1,41938,53,17,59
192.168.1.1,192.168.1.192,53,41938,17,224
192.168.1.192,216.229.0.179,37030,123,17,228
216.229.0.179,192.168.1.192,123,37030,17,228
192.168.1.1,192.168.1.112,443,47940,1,48
0.0.0.0,224.0.0.1,47940,443,2,32
192.168.1.223,192.168.1.1,2179,443,1,104
192.168.1.1,192.168.1.223,2179,443,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.239,192.168.1.1,22132,53,17,65
192.168.1.1,192.168.1.239,53,22132,17,315
192.168.1.239,172.217.25.170,40994,443,6,5584
172.217.25.170,192.168.1.239,443,40994,6,6590
192.168.1.223,192.168.1.1,443,40994,1,104
192.168.1.1,192.168.1.223,443,40994,1,104
192.168.1.192,239.255.255.250,40994,443,2,32
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,192.168.1.1,35795,53,17,59
192.168.1.1,192.168.1.192,53,35795,17,224
192.168.1.192,216.229.0.179,32867,123,17,228
216.229.0.179,192.168.1.192,123,32867,17,228
192.168.1.236,239.255.255.250,47940,443,2,32
192.168.1.223,239.255.255.250,51046,443,2,32
192.168.1.249,224.0.0.251,47940,443,2,32
192.168.1.241,62.210.178.168,443,47940,1,84
62.210.178.168,192.168.1.241,443,47940,1,84
