ether_type,src_ip,dst_ip,tcp_sport,tcp_dport,udp_sport,udp_dport,proto,size,count,class
2048,176.31.232.79,192.168.1.177,443,59982,0,0,6,4995,12,0
2048,176.31.232.79,192.168.1.177,443,59982,0,0,6,4995,12,0
2048,176.31.232.79,192.168.1.177,443,59982,0,0,6,4995,12,0
2048,192.168.1.240,8.8.8.8,0,0,59239,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,59239,17,138,2,0
2048,192.168.1.240,93.184.216.34,55299,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,55299,0,0,6,72,2,0
2048,192.168.1.240,8.8.8.8,0,0,55083,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,55083,17,138,2,0
2048,192.168.1.240,93.184.216.34,55300,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,55300,0,0,6,72,2,0
2048,192.168.1.240,8.8.8.8,0,0,38606,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,38606,17,138,2,0
2048,192.168.1.240,93.184.216.34,55301,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,55301,0,0,6,72,2,0
2048,192.168.1.196,192.168.1.1,0,0,5062,53,17,58,1,0
2048,192.168.1.1,192.168.1.196,0,0,53,5062,17,528,1,0
2048,192.168.1.196,103.38.121.36,0,0,5061,123,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,103.38.121.36,192.168.1.196,0,0,123,5061,17,76,1,0
2048,192.168.1.166,192.168.1.1,0,0,39530,53,17,65,1,0
2048,192.168.1.1,192.168.1.166,0,0,53,39530,17,270,1,0
2048,192.168.1.166,89.30.121.150,57854,80,0,0,6,1991,8,0
2048,192.168.1.166,89.30.121.150,57854,80,0,0,6,1991,8,0
2048,192.168.1.166,89.30.121.150,57854,80,0,0,6,1991,8,0
2048,89.30.121.150,192.168.1.166,80,57854,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,57854,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,57854,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,57854,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,57854,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,57854,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,57854,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,57854,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,57854,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,57854,0,0,6,398,5,0
2048,192.168.1.166,192.168.1.1,0,0,51370,53,17,65,1,0
2048,192.168.1.1,192.168.1.166,0,0,53,51370,17,81,1,0
2048,192.168.1.166,89.30.121.150,57855,80,0,0,6,512,6,0
2048,89.30.121.150,192.168.1.166,80,57855,0,0,6,361,4,0
2048,192.168.1.193,192.168.1.249,3890,49152,0,0,6,294,5,0
2048,192.168.1.249,192.168.1.193,49152,3890,0,0,6,1278,5,0
2048,192.168.1.193,192.168.1.249,3893,49152,0,0,6,548,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,3893,0,0,6,2516,10,0
2048,192.168.1.193,192.168.1.249,4403,49152,0,0,6,294,5,0
2048,192.168.1.249,192.168.1.193,49152,4403,0,0,6,1278,5,0
2048,192.168.1.193,192.168.1.249,4404,49152,0,0,6,548,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4404,0,0,6,2516,10,0
2048,192.168.1.240,8.8.8.8,0,0,53120,53,17,160,4,0
2048,8.8.8.8,192.168.1.240,0,0,53,53120,17,248,4,0
2048,192.168.1.240,93.184.216.34,55678,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,55678,0,0,6,72,2,0
2048,192.168.1.240,8.8.8.8,0,0,42077,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,42077,17,138,2,0
2048,192.168.1.240,93.184.216.34,55679,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,55679,0,0,6,72,2,0
2048,192.168.1.240,8.8.8.8,0,0,48681,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,48681,17,138,2,0
2048,192.168.1.240,93.184.216.34,55680,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,93.184.216.34,192.168.1.240,80,55680,0,0,6,72,2,0
2048,192.168.1.240,192.168.1.1,0,0,58991,53,17,74,1,0
2048,192.168.1.1,192.168.1.240,0,0,53,58991,17,312,1,0
2048,192.168.1.240,72.21.207.109,33435,443,0,0,6,3019,14,0
2048,72.21.207.109,192.168.1.240,443,33435,0,0,6,3284,12,0
2048,72.21.207.109,192.168.1.240,443,33435,0,0,6,3284,12,0
2048,72.21.207.109,192.168.1.240,443,33435,0,0,6,3284,12,0
2048,192.168.1.166,192.168.1.1,0,0,50754,53,17,65,1,0
2048,192.168.1.1,192.168.1.166,0,0,53,50754,17,81,1,0
2048,192.168.1.166,89.30.121.150,36327,80,0,0,6,441,6,0
2048,192.168.1.166,89.30.121.150,36327,80,0,0,6,441,6,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,89.30.121.150,192.168.1.166,80,36327,0,0,6,349,3,0
2048,192.168.1.193,192.168.1.249,4408,49152,0,0,6,294,5,0
2048,192.168.1.249,192.168.1.193,49152,4408,0,0,6,1278,5,0
2048,192.168.1.241,203.100.61.10,0,0,56176,123,17,76,1,0
2048,203.100.61.10,192.168.1.241,0,0,123,56176,17,76,1,0
2048,203.100.61.10,192.168.1.241,0,0,123,56176,17,76,1,0
2048,203.100.61.10,192.168.1.241,0,0,123,56176,17,76,1,0
2048,203.100.61.10,192.168.1.241,0,0,123,56176,17,76,1,0
2048,203.100.61.10,192.168.1.241,0,0,123,56176,17,76,1,0
2048,203.100.61.10,192.168.1.241,0,0,123,56176,17,76,1,0
2048,203.100.61.10,192.168.1.241,0,0,123,56176,17,76,1,0
2048,203.100.61.10,192.168.1.241,0,0,123,56176,17,76,1,0
2048,203.100.61.10,192.168.1.241,0,0,123,56176,17,76,1,0
2048,203.100.61.10,192.168.1.241,0,0,123,56176,17,76,1,0
2048,203.100.61.10,192.168.1.241,0,0,123,56176,17,76,1,0
2048,192.168.1.241,195.154.179.238,44423,443,0,0,6,921,12,0
2048,192.168.1.241,195.154.191.74,39111,443,0,0,6,60,2,0
2048,195.154.179.238,192.168.1.241,443,44423,0,0,6,4414,10,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,195.154.191.74,192.168.1.241,443,39111,0,0,6,60,1,0
2048,192.168.1.112,163.172.19.172,26198,25050,0,0,6,475,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,163.172.19.172,192.168.1.112,25050,26198,0,0,6,128,9,0
2048,192.168.1.240,8.8.8.8,0,0,33395,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,33395,17,138,2,0
2048,192.168.1.240,93.184.216.34,47725,80,0,0,6,96,4,0
2048,192.168.1.193,192.168.1.249,4524,49152,0,0,6,580,12,0
2048,192.168.1.193,192.168.1.249,4525,49152,0,0,6,314,6,0
2048,93.184.216.34,192.168.1.240,80,47725,0,0,6,72,2,0
2048,192.168.1.240,8.8.8.8,0,0,39982,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,39982,17,138,2,0
2048,192.168.1.240,93.184.216.34,47726,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,47726,0,0,6,72,2,0
2048,192.168.1.240,8.8.8.8,0,0,59284,53,17,94,2,0
2048,8.8.8.8,192.168.1.240,0,0,53,59284,17,138,2,0
2048,192.168.1.240,93.184.216.34,47727,80,0,0,6,96,4,0
2048,93.184.216.34,192.168.1.240,80,47727,0,0,6,72,2,0
2048,192.168.1.249,192.168.1.193,49152,4524,0,0,6,2516,10,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.249,192.168.1.193,49152,4525,0,0,6,1278,5,0
2048,192.168.1.196,192.168.1.1,0,0,5064,53,17,58,1,0
2048,192.168.1.1,192.168.1.196,0,0,53,5064,17,528,1,0
2048,192.168.1.196,121.0.0.42,0,0,5063,123,17,76,1,0
2048,121.0.0.42,192.168.1.196,0,0,123,5063,17,76,1,0
2048,192.168.1.166,192.168.1.1,0,0,47537,53,17,65,1,0
2048,192.168.1.1,192.168.1.166,0,0,53,47537,17,270,1,0
2048,192.168.1.166,89.30.121.150,45597,80,0,0,6,1993,8,0
2048,89.30.121.150,192.168.1.166,80,45597,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,45597,0,0,6,398,5,0
2048,89.30.121.150,192.168.1.166,80,45597,0,0,6,398,5,0
2048,192.168.1.227,192.168.1.1,0,0,47606,53,17,61,1,0
2048,192.168.1.1,192.168.1.227,0,0,53,47606,17,531,1,0
2048,192.168.1.227,193.188.204.101,0,0,37856,123,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,193.188.204.101,192.168.1.227,0,0,123,37856,17,76,1,0
2048,192.168.1.241,121.0.0.42,0,0,42785,123,17,76,1,0
2048,121.0.0.42,192.168.1.241,0,0,123,42785,17,76,1,0
2048,121.0.0.42,192.168.1.241,0,0,123,42785,17,76,1,0
2048,121.0.0.42,192.168.1.241,0,0,123,42785,17,76,1,0
2048,121.0.0.42,192.168.1.241,0,0,123,42785,17,76,1,0
2048,121.0.0.42,192.168.1.241,0,0,123,42785,17,76,1,0
2048,121.0.0.42,192.168.1.241,0,0,123,42785,17,76,1,0
2048,121.0.0.42,192.168.1.241,0,0,123,42785,17,76,1,0
2048,192.168.1.239,203.5.76.208,52642,80,0,0,6,356,8,0
2048,203.5.76.208,192.168.1.239,80,52642,0,0,6,203,6,0
2048,192.168.1.177,192.168.1.1,0,0,34768,53,17,62,1,0
2048,192.168.1.1,192.168.1.177,0,0,53,34768,17,134,1,0
2048,192.168.1.177,192.168.1.1,0,0,49836,53,17,102,2,0
2048,192.168.1.1,192.168.1.177,0,0,53,49836,17,102,2,0
2048,192.168.1.177,192.168.1.1,0,0,36494,53,17,64,1,0
2048,192.168.1.1,192.168.1.177,0,0,53,36494,17,64,1,0
2048,192.168.1.177,192.168.1.1,0,0,38868,53,17,68,1,0
2048,192.168.1.1,192.168.1.177,0,0,53,38868,17,68,1,0
2048,192.168.1.177,192.168.1.1,0,0,58525,53,17,62,1,0
2048,192.168.1.1,192.168.1.177,0,0,53,58525,17,156,1,0
2048,192.168.1.177,176.31.232.79,59983,443,0,0,6,1049,14,0
2048,176.31.232.79,192.168.1.177,443,59983,0,0,6,5007,13,0
2048,176.31.232.79,192.168.1.177,443,59983,0,0,6,5007,13,0
2048,176.31.232.79,192.168.1.177,443,59983,0,0,6,5007,13,0
2048,176.31.232.79,192.168.1.177,443,59983,0,0,6,5007,13,0
2048,176.31.232.79,192.168.1.177,443,59983,0,0,6,5007,13,0
2048,176.31.232.79,192.168.1.177,443,59983,0,0,6,5007,13,0
2048,176.31.232.79,192.168.1.177,443,59983,0,0,6,5007,13,0
2048,176.31.232.79,192.168.1.177,443,59983,0,0,6,5007,13,0
2048,176.31.232.79,192.168.1.177,443,59983,0,0,6,5007,13,0
